id,source,language,era,text
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line30.txt,scribblelens,nl,17c,wierden oock tot beter verdeelinge geordonneert over
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line24.txt,scribblelens,nl,17c,dage als bij nachte waer door verhoopen binnen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line18.txt,scribblelens,nl,17c,Tegen den avont quam de galliooth met de soldaten
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line26.txt,scribblelens,nl,17c,12 13 ende 14 ditto alle dese dagen is men noch als vooren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line27.txt,scribblelens,nl,17c,met het halen van water ende branthout besich geweest
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line16.txt,scribblelens,nl,17c,generael opt schip Amsterdam overquamen ende die van
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line17.txt,scribblelens,nl,17c,Pierre Joan Florij wierden op den Eendracht geordonneert
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line15.txt,scribblelens,nl,17c,sijnde 112 coppen die alle door last vanden e: heer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line29.txt,scribblelens,nl,17c,ende schoon te maecken tot vorderinge van seijlagie Soo
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line28.txt,scribblelens,nl,17c,Mitsgaders met de schepen wat te schrapen te schrobben
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line14.txt,scribblelens,nl,17c,met de soldaten van capitein Joan Blaubeecks compagnie sterck
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line10.txt,scribblelens,nl,17c,ende Elbert Chrispijnsz die beijde dadelijck naer Serinhain
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line11.txt,scribblelens,nl,17c,voeren om orangie appelen limoenen ende andere behouften
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line13.txt,scribblelens,nl,17c,Oock verscheen neffens sijne e: het jacht de Hasewint
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line12.txt,scribblelens,nl,17c,te coopen ofte te procureren tot verversinge op ons voijage
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line8.txt,scribblelens,nl,17c,jacht den Dolphijn van west met den e: heer generael
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_32_line9.txt,scribblelens,nl,17c,Hendrick Brouwer ende de heeren raaden Elias Harckmans
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line1.txt,scribblelens,nl,17c,gebiedenisse uw ex: en ed: de Almogende beveelen die
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line0.txt,scribblelens,nl,17c,en seer voorsienige heeren sal naer mijnne gedienstige
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line2.txt,scribblelens,nl,17c,u ex: en ed: regeringe voorspoedige ende ons reijse
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line3.txt,scribblelens,nl,17c,zegene tot Sijnes naems eere welstant des vaderlants
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line7.txt,scribblelens,nl,17c,Mijn heeren gisteren avont sijn Hendrick Christiaensz ende J
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line6.txt,scribblelens,nl,17c,Chrispijnsz geschreven den 14 januarij op Sermhaijn
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line4.txt,scribblelens,nl,17c,ende dienste vande Compagnie
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line5.txt,scribblelens,nl,17c,Aende heeren Elias Harckmans en Elbert
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line23.txt,scribblelens,nl,17c,brengen Van ballast ende water sijn wij nu redelijck
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line22.txt,scribblelens,nl,17c,te doen vertoeven een weijnich min ofte meer can niet bij
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line20.txt,scribblelens,nl,17c,datter geene ververssinge hoe die genaemt ofte gedaen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line21.txt,scribblelens,nl,17c,mocht wesen dient oorsaecke te sijn om ons hier langer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line19.txt,scribblelens,nl,17c,is Ick sal mij dan hier op verlaten ende andermael seggen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line25.txt,scribblelens,nl,17c,Het is oock sulcx dat wij hoopen eer van nu aen twee
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line24.txt,scribblelens,nl,17c,versien en heden sullen het branthout aen boort crijgen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line18.txt,scribblelens,nl,17c,vrouch ofte te laet te coomen de geheele reijse gelegen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line26.txt,scribblelens,nl,17c,maenden eindigen te coomen daer men noch beter als hier
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line27.txt,scribblelens,nl,17c,ballast water ende branthout becoomen sullen connen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line16.txt,scribblelens,nl,17c,daeromme niet langer mach nochte can uijtgestelt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line17.txt,scribblelens,nl,17c,werden want ons den tijt verloopt en aen wat te
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line15.txt,scribblelens,nl,17c,niet vercrijgen cont sult naer laten alsoo de reijse
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line29.txt,scribblelens,nl,17c,weest vrindelijck gegroet ende den Almogende bevolen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line28.txt,scribblelens,nl,17c,waer op ons oock wel wat troosten mogen Hier mede
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line14.txt,scribblelens,nl,17c,alles claer te maecken ende van daer te comen Het geene
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line10.txt,scribblelens,nl,17c,hebben afgesonden de meeste partie vande ververssinge
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line11.txt,scribblelens,nl,17c,daeromme uijt gevaren sijt maer niet vernemende dient
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line13.txt,scribblelens,nl,17c,eenige vorder betrachtinge wilt bevorderen om heden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line12.txt,scribblelens,nl,17c,desen om u e: te recommanderen dat sonder wtstel mochte
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line8.txt,scribblelens,nl,17c,an Claesz Jes hier weder op schip Amsterdam aenboort
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_35_line9.txt,scribblelens,nl,17c,gecoome Ick hadde verhoopt dat u e: mede soude
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line1.txt,scribblelens,nl,17c,raden geschreven van Sint Aleixo reede den 12 januarij
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line0.txt,scribblelens,nl,17c,Missive aen sijn ex: en heere ho: ende secrete
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line2.txt,scribblelens,nl,17c,Doorluchtige hooch gebooren grave ed:
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line3.txt,scribblelens,nl,17c,erntfeste wijse en voorsienige heeren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line7.txt,scribblelens,nl,17c,van datelijcke aen jder schip als Amsterdam Vlissingen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line6.txt,scribblelens,nl,17c,drij compaingien soldaten hier wel aengecomen Deden daer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line4.txt,scribblelens,nl,17c,Gisteren sijn wij Godt loft met het jacht den Dolphijn
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line5.txt,scribblelens,nl,17c,de galliooth en de twee bercquen daerinne waren de
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line23.txt,scribblelens,nl,17c,Desen gaet met Willem Jansz schipper op de galliooth
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line22.txt,scribblelens,nl,17c,ons den Almachtigen sijnnen genadigen segen verleene
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line20.txt,scribblelens,nl,17c,Verhoopende binnen 2 a 3 dagen ten langste gereet te
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line21.txt,scribblelens,nl,17c,wesen om onse reijse wijders te bevorderen daer toe
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line19.txt,scribblelens,nl,17c,monsteren en de rolle aen u ex: en ed: toesenden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line25.txt,scribblelens,nl,17c,met jongen wijngaert die u ex: gelieve in dancke
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line24.txt,scribblelens,nl,17c,die voor heen derwaarts seijlt Bij hem sijnde 2 tobbens
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line18.txt,scribblelens,nl,17c,geschieden Wij sullen mergen Godt toelatende ordentelijcken
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line26.txt,scribblelens,nl,17c,aen te nemen Met ijder bercque sullen noch gelijcke twee
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line27.txt,scribblelens,nl,17c,tobbens volgen; de Heere gelieve daer van goede vrucht
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line16.txt,scribblelens,nl,17c,die vermits de weijnige ruijmte sijn schips soo veel
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line17.txt,scribblelens,nl,17c,verlicht hebben als bequamelijcken heeft connen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line15.txt,scribblelens,nl,17c,soldaten sijn geordonneert op de Orangieboom over te gaen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line29.txt,scribblelens,nl,17c,Doorluchtige hooch gebooren grave ed: erntfeste wijse
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line28.txt,scribblelens,nl,17c,voort te laten coomen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line14.txt,scribblelens,nl,17c,leste compagnie uijt ijder een sargeant en vijftien
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line10.txt,scribblelens,nl,17c,op Amsterdam gekomen capiteijn Blaubeeck met sijnne heele
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line11.txt,scribblelens,nl,17c,compagnie t samen sterck 112 coppen Jtem captiteijn Albert
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line13.txt,scribblelens,nl,17c,Florij met 104 man op d'Eendracht van welcke twee
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line12.txt,scribblelens,nl,17c,Vosterman met 108 man op Vlissingen ende Pierre Jan
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line8.txt,scribblelens,nl,17c,en d' Eendracht omtrent veertich man overgaen ende desen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_34_line9.txt,scribblelens,nl,17c,mergen hebbe alle de andre voorts overgenomen ende is
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line1.txt,scribblelens,nl,17c,om volck te voeren als wel gemeent hadden 30 soldaten ende 2
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line0.txt,scribblelens,nl,17c,te gaen opt schip d’Orrangieboom daer wij minder ruijmte vinden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line2.txt,scribblelens,nl,17c,sargeanten te weten 16 van Vlissingen ende 16 van den Eendracht
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line3.txt,scribblelens,nl,17c,Gedurende dees dagen dat ick mij hier alleen aen boort
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line7.txt,scribblelens,nl,17c,verscheijde cours name te weten elck omtrent 25 ofte
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line6.txt,scribblelens,nl,17c,de Straet le Maire t seijl gingen dat dan ijder schip een
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line4.txt,scribblelens,nl,17c,onthiel hebbe verscheijde rijsen in bedenckinge genomen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line5.txt,scribblelens,nl,17c,ofte het oock oirber mochte wesen als wij van hier naer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line23.txt,scribblelens,nl,17c,quamen te geraecken soo soude den selven verlegen mogen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line22.txt,scribblelens,nl,17c,ofte de jacht van ons door alsulcke invenientien
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line20.txt,scribblelens,nl,17c,spillinge in seijlen heeft te duchten als oock van rampen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line34.txt,scribblelens,nl,17c,liesen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line21.txt,scribblelens,nl,17c,te mogen crijgen int ronthout soo dan eenich van ons schepen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line19.txt,scribblelens,nl,17c,anckers ende touwen voorsien ende dat men door harde weder
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line25.txt,scribblelens,nl,17c,overgroote verachteringe maecken ende alsoo het niet alleen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line31.txt,scribblelens,nl,17c,Denckende soo Godt de Heere het dessijn gelieft
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line30.txt,scribblelens,nl,17c,te verschijnen soo hebbe de saecke ongemoveert gelaten
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line24.txt,scribblelens,nl,17c,werden ende bij gebreck van hulpe een lange reijse tot
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line18.txt,scribblelens,nl,17c,gesamentlijcken bevinden wat te sober van seijlen want
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line32.txt,scribblelens,nl,17c,te segenen dat naermael wel occasie genouch voorcomen sal
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line26.txt,scribblelens,nl,17c,geraden maer oock dienstich ende nodich is datter weijnich
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line27.txt,scribblelens,nl,17c,tijts werden door gebracht om opde rendevous naer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line33.txt,scribblelens,nl,17c,om dese onder souck te mogen doen met minder schreum van tijt te ver
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line16.txt,scribblelens,nl,17c,veele stilten variabel winden oock stroomen ende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line17.txt,scribblelens,nl,17c,verscheijdentheijt van stroomen Maer alsoo wij ons
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line15.txt,scribblelens,nl,17c,bevindinge beschreven leest datter aen eenige sijn bejegent
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line29.txt,scribblelens,nl,17c,dient met gecombineerde macht inde Zuijd Zee
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line28.txt,scribblelens,nl,17c,malcanderen te wachten ende dat men in aller manieren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line14.txt,scribblelens,nl,17c,lecture van verscheijde journalen door andere van haer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line10.txt,scribblelens,nl,17c,soo soude dan den oostelijksten naer gissinge bijde 150
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line11.txt,scribblelens,nl,17c,mijlen buiten de wal seijlen waer door men uit vervarentheijt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line13.txt,scribblelens,nl,17c,mochte gegeven ende sulcx insonderheijt om dat men uijt de
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line12.txt,scribblelens,nl,17c,mochten comen te weten welcke cours de meeste versoet
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line8.txt,scribblelens,nl,17c,30 mijlen oostelijcker als 't ander wanneer dan den westelijcksten
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_33_line9.txt,scribblelens,nl,17c,omtrent 30 mijlen buijten de Brasilse custe houdende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line1.txt,scribblelens,nl,17c,Brasilse reijse te doen ende daer over den admirael Lichthardt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line0.txt,scribblelens,nl,17c,te refuseeren mede te varen Seggende maer genomen te sijn om een
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line2.txt,scribblelens,nl,17c,Claes Corneliz commandeur Huijbrecht Boome schipper op Te Veer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line3.txt,scribblelens,nl,17c,ende Cornelis Jansz schipper op Omlandia sijn gecomitteert
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line7.txt,scribblelens,nl,17c,cognossementen door ordre vande Compagnie voor particuliere
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line6.txt,scribblelens,nl,17c,Kersdach besich geweest om de coopmanschappen soose onder
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line4.txt,scribblelens,nl,17c,om de selve tot haer devoir te vermanen De twee schepen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line5.txt,scribblelens,nl,17c,Amsterdam ende Eendracht sijn gestadich uijt gesondert den
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line23.txt,scribblelens,nl,17c,tot voltreckinge van de reijse ende sulcx om meenichvuldige
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line22.txt,scribblelens,nl,17c,Orangieboom te lichten ende daer ander volck op te stellen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line20.txt,scribblelens,nl,17c,Soo wierd in rade eenstemmich geresolveert den gemelten
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line21.txt,scribblelens,nl,17c,schipper met alle sijn volck vant gemelte schip den
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line19.txt,scribblelens,nl,17c,consequentie deser weijgeringe seer swaer wierde genomen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line25.txt,scribblelens,nl,17c,om verhalen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line30.txt,scribblelens,nl,17c,De Heere verlenen hun goet succes
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line24.txt,scribblelens,nl,17c,consideratien te desen occurrerende ende te wijtloopich
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line18.txt,scribblelens,nl,17c,Exhiberende daer van schriftelijck bescheijt ende alsoo de
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line26.txt,scribblelens,nl,17c,31 ditto op dato is t’ seijl gegaen 't schip den Blauwen Haen naerde
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line27.txt,scribblelens,nl,17c,Marinhon in compagnie van 8 barcken met den cap: mayoor
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line16.txt,scribblelens,nl,17c,te vermanen omde reijse met de vloot vanden e: heer Brouwer
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line17.txt,scribblelens,nl,17c,aente vangen maer dat sijt selve hartneckelijcken refuseerden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line15.txt,scribblelens,nl,17c,redenen gebruijckt om den schipper ende scheepsvolck ernstelijck
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line29.txt,scribblelens,nl,17c,noch sullen vougen een goede partie Brasilianen van Siara
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line28.txt,scribblelens,nl,17c,Hinderson over 300 wel geoeffende soldaten Daer bij hun
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line14.txt,scribblelens,nl,17c,opt schip den Orangieboom hadden geweest ende alle goede
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line10.txt,scribblelens,nl,17c,t Amsterdam gescheept waren die gereparteert sijn geworden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line11.txt,scribblelens,nl,17c,als naer behooren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line13.txt,scribblelens,nl,17c,gecommitteerde hebben in rade gerapporteert dat sij gistren
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line12.txt,scribblelens,nl,17c,30 ditto den admirael Jan Cornelisz Lichthart ende de gemelte
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line8.txt,scribblelens,nl,17c,ingenomen hadden te lossen als oock de meelen ons voor Brasil
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_20_line9.txt,scribblelens,nl,17c,mede gegeven mitsgaders de vivres soo voor 120 in d' Eendragt
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line1.txt,scribblelens,nl,17c,ontwapenen alsoo de saecken vande Marinhon en Sint Thomee redenen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line0.txt,scribblelens,nl,17c,ontrent de hier bij gelegen plaetsen getrocken omde Portugesen te
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line2.txt,scribblelens,nl,17c,geven van wel om te moeten sien te meer nu geresolveert is omde
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line3.txt,scribblelens,nl,17c,heere Hinderson met competenten macht aff te vaerdigen omde
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line7.txt,scribblelens,nl,17c,Portugael ende de Vereennichde Nederlanden tot Loando S: Paulo
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line6.txt,scribblelens,nl,17c,aan Angola dat alhoewel de publicatie vant tractaets tusschen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line4.txt,scribblelens,nl,17c,Marinhons saecken te herstellen
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line5.txt,scribblelens,nl,17c,Heden vernamen hier mede bij brieven van ultimo octobris lestleden
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line23.txt,scribblelens,nl,17c,om dat de coninck van Congo met den hartoch van Bamba ende
scribblelens.corpus.v1.2_scribblelens.corpus.v1_nl_brouwer.chili_18_line22.txt,scribblelens,nl,17c,gesonden soo vreesen daer door wat verlegen te raecken te meer
